clean_name,season,position,games,fantasy_points_ppr,targets,carries,receiving_yards,rushing_yards,receptions,receiving_tds,rushing_tds,passing_yards,passing_tds,interceptions,recent_team,player_name,player_key,avg_fantasy_points_3yr,avg_targets_3yr,avg_carries_3yr,performance_trend_pct,consistency_score,seasons_played,total_games,avg_opportunity,total_touches,yards_per_touch,passing_efficiency,catch_rate,yards_per_target,points_per_game,opportunity_share
KEVIN WHITE,2022,WR,4,9.4,5,0,74.0,0.0,2,0,0,0.0,0,0.0,NO,Kevin White,KEVIN WHITE_WR,9.399999618530273,5.0,0.0,0.0,0.0,1,4,5.0,0.0,0.0,0.0,0.4,14.8,2.3499999046325684,5
KHADAREL HODGE,2024,WR,6,32.1,12,0,131.0,0.0,7,1,0,0.0,0,0.0,ATL,KhaDarel Hodge,KHADAREL HODGE_WR,36.83333206176758,18.333333333333332,0.3333333333333333,-13.709683418273926,8.075592994689941,3,28,18.666666666666664,0.0,0.0,0.0,0.5833333333333334,10.916666666666666,5.349999745686849,12
KHALIL HERBERT,2024,RB,8,31.5,11,36,25.0,130.0,10,0,1,0.0,0,0.0,CIN,Khalil Herbert,KHALIL HERBERT_RB,87.26666259765625,18.0,99.0,-72.0,1.8042230606079102,3,33,117.0,47.0,3.297872304916382,0.0,0.0,0.0,3.9375,47
KHALIL SHAKIR,2024,WR,18,217.9,120,2,995.0,4.0,94,4,0,0.0,0,0.0,BUF,Khalil Shakir,KHALIL SHAKIR_WR,136.23333740234375,68.0,1.0,52.80503463745117,1.6021994352340698,3,48,69.0,0.0,0.0,0.0,0.7833333333333333,8.291666666666666,12.105555216471354,122
KHARI BLASINGAME,2023,RB,7,5.7999997,6,8,2.0,26.0,3,0,0,0.0,0,0.0,CHI,Khari Blasingame,KHARI BLASINGAME_RB,2.8999998569488525,3.5,4.0,0.0,0.7071067690849304,2,8,7.5,14.0,2.0,0.0,0.0,0.0,0.8285713876996722,14
KIMANI VIDAL,2024,RB,9,32.7,9,43,62.0,155.0,5,1,0,0.0,0,0.0,LAC,Kimani Vidal,KIMANI VIDAL_RB,32.70000076293945,9.0,43.0,0.0,0.0,1,9,52.0,52.0,4.17307710647583,0.0,0.0,0.0,3.6333334181043835,52
KIRK COUSINS,2024,QB,14,176.32,0,23,0.0,0.0,0,0,0,3508.0,18,16.0,ATL,Kirk Cousins,KIRK COUSINS_QB,214.48667907714844,0.3333333333333333,23.0,17.750768661499023,2.3802502155303955,3,40,23.333333333333332,0.0,0.0,5.131128848346637,0.0,0.0,12.594286237444196,23
KJ HAMLER,2022,WR,6,25.8,14,2,165.0,23.0,7,0,0,0.0,0,0.0,DEN,K.J. Hamler,KJ HAMLER_WR,25.799999237060547,14.0,2.0,0.0,0.0,1,6,16.0,0.0,0.0,0.0,0.5,11.785714285714286,4.299999872843425,16
KJ OSBORN,2024,WR,6,18.7,18,0,57.0,0.0,7,1,0,0.0,0,0.0,NE,K.J. Osborn,KJ OSBORN_WR,101.43334197998047,62.0,1.0,-84.41667175292969,1.3490381240844727,3,39,63.0,0.0,0.0,0.0,0.3888888888888889,3.1666666666666665,3.116666793823242,18
KO KIEFT,2023,TE,3,7.2,5,0,2.0,0.0,1,1,0,0.0,0,0.0,TB,Ko Kieft,KO KIEFT_TE,14.100000381469727,8.0,0.0,-65.71428680419922,1.4449573755264282,2,12,8.0,0.0,0.0,0.0,0.2,0.4,2.3999999364217124,5
KRISTIAN WILKERSON,2024,WR,1,9.8,3,0,18.0,0.0,2,1,0,0.0,0,0.0,LV,Kristian Wilkerson,KRISTIAN WILKERSON_WR,9.800000190734863,3.0,0.0,0.0,0.0,1,1,3.0,0.0,0.0,0.0,0.6666666666666666,6.0,9.800000190734863,3
KWAMIE LASSITER,2023,WR,1,1.2,1,0,2.0,0.0,1,0,0,0.0,0,0.0,CIN,Kwamie Lassiter,KWAMIE LASSITER_WR,1.2000000476837158,1.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,2.0,1.2000000476837158,1
KYLE ALLEN,2024,QB,1,0.76,0,0,0.0,0.0,0,0,0,19.0,0,0.0,PIT,Kyle Allen,KYLE ALLEN_QB,5.133333683013916,0.0,6.333333333333333,0.0,0.5452086329460144,3,9,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.7599999904632568,0
KYLE JUSZCZYK,2024,RB,14,57.600002,31,5,200.0,26.0,19,2,1,0.0,0,0.0,SF,Kyle Juszczyk,KYLE JUSZCZYK_RB,54.33333206176758,25.666666666666668,6.666666666666667,16.599191665649414,12.5000581741333,3,41,32.333333333333336,36.0,6.277777671813965,0.0,0.0,0.0,4.11428587777274,36
KYLE PHILIPS,2023,WR,8,33.100002,22,0,181.0,0.0,15,0,0,0.0,0,0.0,TEN,Kyle Philips,KYLE PHILIPS_WR,24.450000762939453,17.5,0.0,109.49368286132812,1.9987006187438965,2,12,17.5,0.0,0.0,0.0,0.6818181818181818,8.227272727272727,4.137500286102295,22
KYLE PITTS,2024,WR,17,131.2,74,0,602.0,0.0,47,4,0,0.0,0,0.0,ATL,Kyle Pitts,KYLE PITTS_WR,114.69998931884766,74.33333333333333,0.3333333333333333,-4.442830562591553,3.3736603260040283,3,44,74.66666666666666,0.0,0.0,0.0,0.6351351351351351,8.135135135135135,7.717646879308364,74
KYLE RUDOLPH,2022,TE,5,11.8,5,0,28.0,0.0,3,1,0,0.0,0,0.0,TB,Kyle Rudolph,KYLE RUDOLPH_TE,11.800000190734863,5.0,0.0,0.0,0.0,1,5,5.0,0.0,0.0,0.0,0.6,5.6,2.3600000381469726,5
KYLEN GRANSON,2024,TE,14,32.2,31,0,182.0,0.0,14,0,0,0.0,0,0.0,IND,Kylen Granson,KYLEN GRANSON_TE,55.4666633605957,40.333333333333336,0.6666666666666666,-55.890411376953125,2.641829013824463,3,42,41.0,0.0,0.0,0.0,0.45161290322580644,5.870967741935484,2.3000000544956754,31
KYLER MURRAY,2024,QB,17,297.24,0,78,0.0,572.0,0,0,5,3851.0,21,11.0,ARI,Kyler Murray,KYLER MURRAY_QB,214.7066650390625,0.0,63.0,103.08827209472656,2.8090507984161377,3,36,63.0,0.0,0.0,5.453129057387691,0.0,0.0,17.484705307904413,78
KYLIN HILL,2022,RB,1,0.7,0,1,0.0,7.0,0,0,0,0.0,0,0.0,GB,Kylin Hill,KYLIN HILL_RB,0.699999988079071,0.0,1.0,0.0,0.0,1,1,1.0,1.0,7.0,0.0,0.0,0.0,0.699999988079071,1
KYREN WILLIAMS,2024,RB,18,299.8,45,351,197.0,1481.0,38,3,14,0.0,0,0.0,LA,Kyren Williams,KYREN WILLIAMS_RB,197.76666259765625,35.333333333333336,209.0,13.992391586303711,1.3543704748153687,3,39,244.33333333333334,396.0,4.2373738288879395,0.0,0.0,0.0,16.655554877387154,396
LADD MCCONKEY,2024,WR,17,275.6,126,0,1346.0,0.0,91,8,0,0.0,0,0.0,LAC,Ladd McConkey,LADD MCCONKEY_WR,275.6000061035156,126.0,0.0,0.0,0.0,1,17,126.0,0.0,0.0,0.0,0.7222222222222222,10.682539682539682,16.211765064912683,126
LAMAR JACKSON,2024,QB,19,471.53998,0,160,0.0,1035.0,0,0,4,4601.0,45,5.0,BAL,Lamar Jackson,LAMAR JACKSON_QB,364.5,0.3333333333333333,146.33333333333334,22.198604583740234,3.058473587036133,3,49,146.66666666666669,0.0,0.0,9.78048250380352,0.0,0.0,24.817893580386514,160
LAMICAL PERINE,2023,RB,2,14.0,5,22,33.0,77.0,3,0,0,0.0,0,0.0,KC,La'Mical Perine,LAMICAL PERINE_RB,14.0,5.0,22.0,0.0,0.0,1,2,27.0,27.0,4.0740742683410645,0.0,0.0,0.0,7.0,27
LAQUON TREADWELL,2023,WR,1,2.6,3,0,16.0,0.0,1,0,0,0.0,0,0.0,BAL,Laquon Treadwell,LAQUON TREADWELL_WR,6.399999618530273,6.5,0.0,-74.50980377197266,1.190916657447815,2,4,6.5,0.0,0.0,0.0,0.3333333333333333,5.333333333333333,2.5999999046325684,3
LARRY ROUNTREE,2022,RB,2,5.3,2,13,14.0,19.0,2,0,0,0.0,0,0.0,LAC,Larry Rountree,LARRY ROUNTREE_RB,5.300000190734863,2.0,13.0,0.0,0.0,1,2,15.0,15.0,2.200000047683716,0.0,0.0,0.0,2.6500000953674316,15
LATAVIUS MURRAY,2023,RB,17,91.9,28,79,159.0,300.0,22,0,4,0.0,0,0.0,BUF,Latavius Murray,LATAVIUS MURRAY_RB,123.05000305175781,31.5,125.0,-40.40207290649414,2.7932422161102295,2,30,156.5,107.0,4.289719581604004,0.0,0.0,0.0,5.4058824426987595,107
LAVISKA SHENAULT,2024,WR,6,14.7,5,1,36.0,1.0,5,0,0,0.0,0,0.0,SEA,Laviska Shenault Jr.,LAVISKA SHENAULT_WR,36.29999923706055,15.666666666666666,7.333333333333333,-31.62790870666504,1.1448882818222046,3,27,23.0,0.0,0.0,0.0,1.0,7.2,2.449999968210856,6
LAWRENCE CAGER,2023,TE,3,13.599999,5,0,36.0,0.0,4,1,0,0.0,0,0.0,NYG,Lawrence Cager,LAWRENCE CAGER_TE,24.19999885559082,13.5,0.0,-60.91954040527344,1.6143380403518677,2,11,13.5,0.0,0.0,0.0,0.8,7.2,4.53333314259847,5
LEONARD FOURNETTE,2023,RB,2,4.0,0,12,0.0,40.0,0,0,0,0.0,0,0.0,BUF,Leonard Fournette,LEONARD FOURNETTE_RB,116.4000015258789,42.0,103.0,-98.25174713134766,0.7322707176208496,2,19,145.0,12.0,3.3333332538604736,0.0,0.0,0.0,2.0,12
LILJORDAN HUMPHREY,2024,WR,14,64.3,45,0,293.0,0.0,31,1,0,0.0,0,0.0,DEN,Lil'Jordan Humphrey,LILJORDAN HUMPHREY_WR,38.5,22.666666666666668,0.0,36.228816986083984,1.23885178565979,3,28,22.666666666666668,0.0,0.0,0.0,0.6888888888888889,6.511111111111111,4.592857360839844,45
LOGAN THOMAS,2023,WR,16,126.8,78,1,496.0,2.0,55,4,0,0.0,0,0.0,WAS,Logan Thomas,LOGAN THOMAS_WR,102.05000305175781,69.5,0.5,64.03621673583984,2.9155657291412354,2,29,70.0,0.0,0.0,0.0,0.7051282051282052,6.358974358974359,7.925000190734863,79
LUCAS KRULL,2024,TE,11,35.4,24,0,154.0,0.0,20,0,0,0.0,0,0.0,DEN,Lucas Krull,LUCAS KRULL_TE,29.450000762939453,19.0,0.0,50.6383056640625,3.4998810291290283,2,18,19.0,0.0,0.0,0.0,0.8333333333333334,6.416666666666667,3.2181819568980825,24
LUKE FARRELL,2024,TE,10,18.699999,17,0,67.0,0.0,12,0,0,0.0,0,0.0,JAX,Luke Farrell,LUKE FARRELL_TE,18.399999618530273,12.0,0.0,-34.38597106933594,1.7945455312728882,3,23,12.0,0.0,0.0,0.0,0.7058823529411765,3.9411764705882355,1.869999885559082,17
LUKE MCCAFFREY,2024,WR,13,34.8,25,0,168.0,0.0,18,0,0,0.0,0,0.0,WAS,Luke McCaffrey,LUKE MCCAFFREY_WR,34.79999923706055,25.0,0.0,0.0,0.0,1,13,25.0,0.0,0.0,0.0,0.72,6.72,2.676923018235427,25
LUKE MUSGRAVE,2023,WR,13,93.8,53,0,418.0,0.0,40,2,0,0.0,0,0.0,GB,Luke Musgrave,LUKE MUSGRAVE_WR,93.80000305175781,53.0,0.0,0.0,0.0,1,13,53.0,0.0,0.0,0.0,0.7547169811320755,7.886792452830188,7.215384850135217,53
LUKE MUSGRAVE,2024,TE,7,11.5,10,0,45.0,0.0,7,0,0,0.0,0,0.0,GB,Luke Musgrave,LUKE MUSGRAVE_TE,11.5,10.0,0.0,0.0,0.0,1,7,10.0,0.0,0.0,0.0,0.7,4.5,1.6428571428571428,10
LUKE SCHOONMAKER,2024,TE,10,57.100002,36,0,241.0,0.0,27,1,0,0.0,0,0.0,DAL,Luke Schoonmaker,LUKE SCHOONMAKER_TE,42.650001525878906,26.0,0.0,102.48226928710938,2.0870659351348877,2,22,26.0,0.0,0.0,0.0,0.75,6.694444444444445,5.710000228881836,36
LYNN BOWDEN,2023,WR,8,22.5,16,5,83.0,32.0,11,0,0,0.0,0,0.0,NO,Lynn Bowden,LYNN BOWDEN_WR,22.5,16.0,5.0,0.0,0.0,1,8,21.0,0.0,0.0,0.0,0.6875,5.1875,2.8125,21
MAC JONES,2024,QB,10,96.08,0,28,0.0,92.0,0,0,1,1672.0,8,8.0,JAX,Mac Jones,MAC JONES_QB,124.1866683959961,0.0,33.666666666666664,-9.699247360229492,3.098597288131714,3,35,33.666666666666664,0.0,0.0,4.784688995215311,0.0,0.0,9.608000183105469,28
MACK HOLLINS,2024,WR,19,120.2,58,0,482.0,0.0,36,6,0,0.0,0,0.0,BUF,Mack Hollins,MACK HOLLINS_WR,105.82000732421875,60.666666666666664,1.3333333333333333,178.88632202148438,1.859449863433838,3,45,62.0,0.0,0.0,0.0,0.6206896551724138,8.310344827586206,6.326315628854852,58
MALACHI CORLEY,2024,WR,5,7.2,6,2,16.0,26.0,3,0,0,0.0,0,0.0,NYJ,Malachi Corley,MALACHI CORLEY_WR,7.199999809265137,6.0,2.0,0.0,0.0,1,5,8.0,0.0,0.0,0.0,0.5,2.6666666666666665,1.4399999618530273,8
MALCOLM BROWN,2022,RB,7,22.8,6,18,37.0,81.0,5,0,1,0.0,0,0.0,LA,Malcolm Brown,MALCOLM BROWN_RB,22.799999237060547,6.0,18.0,0.0,0.0,1,7,24.0,24.0,4.916666507720947,0.0,0.0,0.0,3.2571427481515065,24
MALIK DAVIS,2022,RB,6,34.399998,7,38,63.0,161.0,6,0,1,0.0,0,0.0,DAL,Malik Davis,MALIK DAVIS_RB,34.39999771118164,7.0,38.0,0.0,0.0,1,6,45.0,45.0,4.97777795791626,0.0,0.0,0.0,5.7333329518636065,45
MALIK HEATH,2024,WR,6,31.7,17,0,97.0,0.0,10,2,0,0.0,0,0.0,GB,Malik Heath,MALIK HEATH_WR,32.599998474121094,20.5,0.0,-5.373132228851318,25.61298942565918,2,18,20.5,0.0,0.0,0.0,0.5882352941176471,5.705882352941177,5.283333460489909,17
MALIK NABERS,2024,WR,15,273.6,170,5,1204.0,2.0,109,7,0,0.0,0,0.0,NYG,Malik Nabers,MALIK NABERS_WR,273.6000061035156,170.0,5.0,0.0,0.0,1,15,175.0,0.0,0.0,0.0,0.6411764705882353,7.08235294117647,18.240000406901043,175
MALIK TAYLOR,2023,WR,2,3.3000002,4,0,13.0,0.0,2,0,0,0.0,0,0.0,NYJ,Malik Taylor,MALIK TAYLOR_WR,3.3000001907348633,4.0,0.0,0.0,0.0,1,2,4.0,0.0,0.0,0.0,0.5,3.25,1.6500000953674316,4
MALIK WASHINGTON,2024,WR,12,56.800003,36,5,223.0,25.0,26,0,1,0.0,0,0.0,MIA,Malik Washington,MALIK WASHINGTON_WR,56.80000305175781,36.0,5.0,0.0,0.0,1,12,41.0,0.0,0.0,0.0,0.7222222222222222,6.194444444444445,4.733333587646484,41
MALIK WILLIS,2024,QB,6,51.8,0,20,0.0,138.0,0,0,1,550.0,3,0.0,GB,Malik Willis,MALIK WILLIS_QB,24.73333168029785,0.0,17.333333333333332,1592.8104248046875,0.9967666864395142,3,15,17.333333333333332,0.0,0.0,5.454545454545455,0.0,0.0,8.633333206176758,20
MARCEDES LEWIS,2024,TE,1,1.2,1,0,2.0,0.0,1,0,0,0.0,0,0.0,CHI,Marcedes Lewis,MARCEDES LEWIS_TE,13.566666603088379,4.333333333333333,0.0,-90.69767761230469,1.0671392679214478,3,12,4.333333333333333,0.0,0.0,0.0,1.0,2.0,1.2000000476837158,1
MARCUS JOHNSON,2022,WR,6,21.6,23,0,116.0,0.0,10,0,0,0.0,0,0.0,NYG,Marcus Johnson,MARCUS JOHNSON_WR,21.600000381469727,23.0,0.0,0.0,0.0,1,6,23.0,0.0,0.0,0.0,0.43478260869565216,5.043478260869565,3.6000000635782876,23
MARCUS KEMP,2022,WR,1,2.3,1,0,13.0,0.0,1,0,0,0.0,0,0.0,KC,Marcus Kemp,MARCUS KEMP_WR,2.299999952316284,1.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,13.0,2.299999952316284,1
MARCUS MARIOTA,2024,QB,5,45.86,0,20,0.0,93.0,0,0,1,364.0,4,0.0,WAS,Marcus Mariota,MARCUS MARIOTA_QB,84.7266616821289,0.0,37.666666666666664,289.9659729003906,0.8615701198577881,3,20,37.666666666666664,0.0,0.0,10.989010989010989,0.0,0.0,9.172000122070312,20
MARK ANDREWS,2024,WR,19,203.4,79,8,761.0,13.0,62,11,0,0.0,0,0.0,BAL,Mark Andrews,MARK ANDREWS_WR,181.6999969482422,88.33333333333333,4.333333333333333,46.43628692626953,4.901920318603516,3,46,92.66666666666666,0.0,0.0,0.0,0.7848101265822784,9.632911392405063,10.705262836657072,87
MARK INGRAM,2022,RB,10,50.1,18,62,68.0,233.0,16,0,1,0.0,0,0.0,NO,Mark Ingram,MARK INGRAM_RB,50.099998474121094,18.0,62.0,0.0,0.0,1,10,80.0,80.0,3.762500047683716,0.0,0.0,0.0,5.009999847412109,80
MARLON MACK,2022,RB,5,38.3,10,16,99.0,84.0,8,1,1,0.0,0,0.0,DEN,Marlon Mack,MARLON MACK_RB,38.29999923706055,10.0,16.0,0.0,0.0,1,5,26.0,26.0,7.038461685180664,0.0,0.0,0.0,7.659999847412109,26
MARQUEZ CALLAWAY,2022,WR,10,37.8,32,0,158.0,0.0,16,1,0,0.0,0,0.0,NO,Marquez Callaway,MARQUEZ CALLAWAY_WR,37.79999923706055,32.0,0.0,0.0,0.0,1,10,32.0,0.0,0.0,0.0,0.5,4.9375,3.779999923706055,32
MARQUEZ VALDESSCANTLING,2024,WR,13,84.5,44,1,411.0,4.0,19,4,0,0.0,0,0.0,NO,Marquez Valdes-Scantling,MARQUEZ VALDESSCANTLING_WR,107.13333892822266,63.666666666666664,0.6666666666666666,1.4405725002288818,2.6619763374328613,3,53,64.33333333333333,0.0,0.0,0.0,0.4318181818181818,9.340909090909092,6.5,45
MARQUISE BROWN,2024,WR,5,28.1,28,0,141.0,0.0,14,0,0,0.0,0,0.0,KC,Marquise Brown,MARQUISE BROWN_WR,106.26667022705078,78.66666666666667,1.0,-79.13882446289062,1.5507280826568604,3,30,79.66666666666667,0.0,0.0,0.0,0.5,5.035714285714286,5.6200000762939455,28
MARQUISE GOODWIN,2023,WR,11,14.0,14,4,67.0,33.0,4,0,0,0.0,0,0.0,CLE,Marquise Goodwin,MARQUISE GOODWIN_WR,52.099998474121094,28.0,3.0,-84.47893524169922,0.9669360518455505,2,23,31.0,0.0,0.0,0.0,0.2857142857142857,4.785714285714286,1.2727272727272727,18
MARSHAWN LLOYD,2024,RB,1,2.8,1,6,3.0,15.0,1,0,0,0.0,0,0.0,GB,MarShawn Lloyd,MARSHAWN LLOYD_RB,2.799999952316284,1.0,6.0,0.0,0.0,1,1,7.0,7.0,2.5714285373687744,0.0,0.0,0.0,2.799999952316284,7
MARVIN HARRISON,2024,WR,17,196.5,116,0,885.0,0.0,62,8,0,0.0,0,0.0,ARI,Marvin Harrison,MARVIN HARRISON_WR,196.5,116.0,0.0,0.0,0.0,1,17,116.0,0.0,0.0,0.0,0.5344827586206896,7.629310344827586,11.558823529411764,116
MARVIN JONES,2023,WR,4,6.5,10,0,35.0,0.0,5,0,0,0.0,0,0.0,DET,Marvin Jones,MARVIN JONES_WR,69.19999694824219,50.0,0.0,-95.072021484375,0.7804113030433655,2,22,50.0,0.0,0.0,0.0,0.5,3.5,1.625,10
MARVIN MIMS,2024,WR,17,132.8,56,15,515.0,43.0,41,6,0,0.0,0,0.0,DEN,Marvin Mims,MARVIN MIMS_WR,103.75,44.5,12.0,77.77779388427734,2.525381088256836,2,32,56.5,0.0,0.0,0.0,0.7321428571428571,9.196428571428571,7.811764885397518,71
MASON KINSEY,2024,WR,2,3.6999998,2,0,17.0,0.0,2,0,0,0.0,0,0.0,TEN,Mason Kinsey,MASON KINSEY_WR,2.200000047683716,1.3333333333333333,0.0,131.24998474121094,1.6823821067810059,3,4,1.3333333333333333,0.0,0.0,0.0,1.0,8.5,1.8499999046325684,2
MASON RUDOLPH,2024,QB,8,95.8,0,25,0.0,106.0,0,0,1,1530.0,9,9.0,TEN,Mason Rudolph,MASON RUDOLPH_QB,76.05999755859375,0.0,18.5,70.09943389892578,2.724545955657959,2,13,18.5,0.0,0.0,5.88235294117647,0.0,0.0,11.975000381469727,25
MASON SCHRECK,2022,TE,2,2.6,2,0,6.0,0.0,2,0,0,0.0,0,0.0,HOU,Mason Schreck,MASON SCHRECK_TE,2.5999999046325684,2.0,0.0,0.0,0.0,1,2,2.0,0.0,0.0,0.0,1.0,3.0,1.2999999523162842,2
MASON TIPTON,2024,WR,9,23.9,26,0,99.0,0.0,14,0,0,0.0,0,0.0,NO,Mason Tipton,MASON TIPTON_WR,23.899999618530273,26.0,0.0,0.0,0.0,1,9,26.0,0.0,0.0,0.0,0.5384615384615384,3.8076923076923075,2.6555555131700306,26
MATT BREIDA,2023,RB,15,46.9,21,55,88.0,151.0,17,0,1,0.0,0,0.0,NYG,Matt Breida,MATT BREIDA_RB,59.35000228881836,23.5,58.0,-34.679664611816406,3.370826244354248,2,34,81.5,76.0,3.1447367668151855,0.0,0.0,0.0,3.126666768391927,76
MATT RYAN,2022,QB,12,155.28,0,27,0.0,70.0,0,0,1,3057.0,14,13.0,IND,Matt Ryan,MATT RYAN_QB,155.27999877929688,0.0,27.0,0.0,0.0,1,12,27.0,0.0,0.0,4.579653254824993,0.0,0.0,12.93999989827474,27
MATTHEW STAFFORD,2024,QB,18,250.29999,0,34,0.0,45.0,0,0,0,4295.0,24,8.0,LA,Matthew Stafford,MATTHEW STAFFORD_QB,208.1533203125,0.0,22.666666666666668,-5.824370384216309,2.3994007110595703,3,43,22.666666666666668,0.0,0.0,5.587892898719441,0.0,0.0,13.905554877387154,34
MAURICE ALEXANDER,2022,WR,1,1.7,1,0,7.0,0.0,1,0,0,0.0,0,0.0,DET,Maurice Alexander,MAURICE ALEXANDER_WR,1.7000000476837158,1.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,7.0,1.7000000476837158,1
MAXX WILLIAMS,2022,TE,2,4.8,3,0,18.0,0.0,3,0,0,0.0,0,0.0,ARI,Maxx Williams,MAXX WILLIAMS_TE,4.800000190734863,3.0,0.0,0.0,0.0,1,2,3.0,0.0,0.0,0.0,1.0,6.0,2.4000000953674316,3
MECOLE HARDMAN,2024,WR,7,33.2,14,5,90.0,62.0,12,0,1,0.0,0,0.0,KC,Mecole Hardman,MECOLE HARDMAN_WR,58.36666488647461,27.333333333333332,4.666666666666667,-25.2252254486084,1.699174404144287,3,26,32.0,0.0,0.0,0.0,0.8571428571428571,6.428571428571429,4.742857251848493,19
MELVIN GORDON,2023,RB,4,19.7,3,26,46.0,81.0,3,0,1,0.0,0,0.0,BAL,Melvin Gordon,MELVIN GORDON_RB,53.400001525878906,17.5,58.0,-77.38231658935547,1.120460033416748,2,14,75.5,29.0,4.379310131072998,0.0,0.0,0.0,4.925000190734863,29
MICHAEL BANDY,2022,WR,7,18.9,21,0,89.0,0.0,10,0,0,0.0,0,0.0,LAC,Michael Bandy,MICHAEL BANDY_WR,18.899999618530273,21.0,0.0,0.0,0.0,1,7,21.0,0.0,0.0,0.0,0.47619047619047616,4.238095238095238,2.6999999455043246,21
MICHAEL BURTON,2024,RB,11,29.3,10,7,65.0,8.0,10,1,1,0.0,0,0.0,DEN,Michael Burton,MICHAEL BURTON_RB,13.266666412353516,5.333333333333333,6.333333333333333,337.31341552734375,0.9502813220024109,3,25,11.666666666666666,17.0,4.294117450714111,0.0,0.0,0.0,2.6636362942782315,17
MICHAEL CARTER,2024,RB,3,35.8,11,35,57.0,131.0,11,0,1,0.0,0,0.0,ARI,Michael Carter,MICHAEL CARTER_RB,73.53333282470703,32.0,59.666666666666664,-39.11564636230469,1.5688724517822266,3,34,91.66666666666666,46.0,4.08695650100708,0.0,0.0,0.0,11.933333079020182,46
MICHAEL GALLUP,2023,WR,17,104.1,63,0,521.0,0.0,40,2,0,0.0,0,0.0,DAL,Michael Gallup,MICHAEL GALLUP_WR,112.55000305175781,73.0,0.0,-13.966943740844727,9.418327331542969,2,33,73.0,0.0,0.0,0.0,0.6349206349206349,8.26984126984127,6.123529322007123,63
MICHAEL MAYER,2024,TE,11,36.6,32,0,156.0,0.0,21,0,0,0.0,0,0.0,LV,Michael Mayer,MICHAEL MAYER_TE,54.0,36.0,0.0,-48.739498138427734,2.1944692134857178,2,23,36.0,0.0,0.0,0.0,0.65625,4.875,3.327272588556463,32
MICHAEL PENIX,2024,QB,5,44.1,0,7,0.0,11.0,0,0,1,775.0,3,3.0,ATL,Michael Penix,MICHAEL PENIX_QB,44.099998474121094,0.0,7.0,0.0,0.0,1,5,7.0,0.0,0.0,3.870967741935484,0.0,0.0,8.819999694824219,7
MICHAEL PITTMAN,2024,WR,16,165.8,111,0,808.0,0.0,69,3,0,0.0,0,0.0,IND,Michael Pittman,MICHAEL PITTMAN_WR,211.5,136.0,1.0,-34.258522033691406,4.871423244476318,3,48,137.0,0.0,0.0,0.0,0.6216216216216216,7.2792792792792795,10.362500190734863,111
MICHAEL THOMAS,2023,WR,10,89.8,64,0,448.0,0.0,39,1,0,0.0,0,0.0,NO,Michael Thomas,MICHAEL THOMAS_WR,70.44999694824219,43.0,0.0,75.7338638305664,2.5744528770446777,2,13,43.0,0.0,0.0,0.0,0.609375,7.0,8.980000305175782,64
MICHAEL WILSON,2024,WR,16,124.5,71,1,548.0,7.0,47,4,0,0.0,0,0.0,ARI,Michael Wilson,MICHAEL WILSON_WR,119.5,64.5,0.5,8.733624458312988,16.899852752685547,2,29,65.0,0.0,0.0,0.0,0.6619718309859155,7.71830985915493,7.78125,72
MIKE BOONE,2024,RB,5,5.9,3,13,-2.0,51.0,1,0,0,0.0,0,0.0,CAR,Mike Boone,MIKE BOONE_RB,16.0,9.0,14.0,-55.63909912109375,1.3691226243972778,3,20,23.0,16.0,3.0625,0.0,0.0,0.0,1.1800000190734863,16
MIKE DAVIS,2022,RB,5,4.2000003,2,8,4.0,18.0,2,0,0,0.0,0,0.0,BAL,Mike Davis,MIKE DAVIS_RB,4.200000286102295,2.0,8.0,0.0,0.0,1,5,10.0,10.0,2.200000047683716,0.0,0.0,0.0,0.840000057220459,10
MIKE EVANS,2024,WR,15,262.6,117,0,1096.0,0.0,81,12,0,0.0,0,0.0,TB,Mike Evans,MIKE EVANS_WR,274.1333312988281,136.66666666666666,0.0,-17.680248260498047,6.792946815490723,3,50,136.66666666666666,0.0,0.0,0.0,0.6923076923076923,9.367521367521368,17.50666707356771,117
MIKE GESICKI,2024,WR,16,141.5,83,0,665.0,0.0,65,2,0,0.0,0,0.0,CIN,Mike Gesicki,MIKE GESICKI_WR,124.5999984741211,70.5,0.0,31.38347625732422,5.213343143463135,2,34,70.5,0.0,0.0,0.0,0.7831325301204819,8.012048192771084,8.84375,83
MIKE GESICKI,2023,TE,15,65.4,45,0,244.0,0.0,29,2,0,0.0,0,0.0,NE,Mike Gesicki,MIKE GESICKI_TE,65.4000015258789,45.0,0.0,0.0,0.0,1,15,45.0,0.0,0.0,0.0,0.6444444444444445,5.4222222222222225,4.3600001017252605,45
MIKE STRACHAN,2023,WR,2,5.5,3,0,45.0,0.0,1,0,0,0.0,0,0.0,CAR,Mike Strachan,MIKE STRACHAN_WR,7.199999809265137,6.0,0.0,-38.20224380493164,2.994805335998535,2,7,6.0,0.0,0.0,0.0,0.3333333333333333,15.0,2.75,3
