clean_name,season,position,games,fantasy_points_ppr,targets,carries,receiving_yards,rushing_yards,receptions,receiving_tds,rushing_tds,passing_yards,passing_tds,interceptions,recent_team,player_name,player_key,avg_fantasy_points_3yr,avg_targets_3yr,avg_carries_3yr,performance_trend_pct,consistency_score,seasons_played,total_games,avg_opportunity,total_touches,yards_per_touch,passing_efficiency,catch_rate,yards_per_target,points_per_game,opportunity_share
JERRY JEUDY,2024,WR,17,240.9,145,0,1229.0,0.0,90,4,0,0.0,0,0.0,CLE,Jerry Jeudy,JERRY JEUDY_WR,195.6333465576172,110.66666666666667,1.3333333333333333,69.88715362548828,3.9046759605407715,3,48,112.0,0.0,0.0,0.0,0.6206896551724138,8.475862068965517,14.170587876263786,145
JESPER HORSTED,2023,TE,1,1.4,1,0,4.0,0.0,1,0,0,0.0,0,0.0,LV,Jesper Horsted,JESPER HORSTED_TE,3.1500000953674316,2.5,0.0,-71.4285659790039,1.2727922201156616,2,3,2.5,0.0,0.0,0.0,1.0,4.0,1.399999976158142,1
JHAQUAN JACKSON,2024,WR,2,1.3,3,1,8.0,-5.0,1,0,0,0.0,0,0.0,TEN,Jha'Quan Jackson,JHAQUAN JACKSON_WR,1.2999999523162842,3.0,1.0,0.0,0.0,1,2,4.0,0.0,0.0,0.0,0.3333333333333333,2.6666666666666665,0.6499999761581421,4
JIMMY GAROPPOLO,2024,QB,1,19.86,0,2,0.0,5.0,0,0,0,334.0,2,1.0,LA,Jimmy Garoppolo,JIMMY GAROPPOLO_QB,82.91333770751953,0.0,15.0,-69.01715850830078,1.1163898706436157,3,19,15.0,0.0,0.0,5.9880239520958085,0.0,0.0,19.860000610351562,2
JIMMY GRAHAM,2023,TE,5,33.9,7,0,39.0,0.0,6,4,0,0.0,0,0.0,NO,Jimmy Graham,JIMMY GRAHAM_TE,33.900001525878906,7.0,0.0,0.0,0.0,1,5,7.0,0.0,0.0,0.0,0.8571428571428571,5.571428571428571,6.780000305175781,7
JJ TAYLOR,2024,RB,3,6.3999996,3,10,0.0,44.0,2,0,0,0.0,0,0.0,HOU,J.J. Taylor,JJ TAYLOR_RB,4.549999713897705,2.0,10.0,137.03701782226562,1.739100456237793,2,4,12.0,13.0,3.384615421295166,0.0,0.0,0.0,2.133333206176758,13
JK DOBBINS,2024,RB,14,194.4,39,204,153.0,931.0,32,0,9,0.0,0,0.0,LAC,J.K. Dobbins,JK DOBBINS_RB,102.5999984741211,18.333333333333332,105.66666666666667,1561.5384521484375,1.1231118440628052,3,24,124.0,243.0,4.4609055519104,0.0,0.0,0.0,13.885713849748884,243
JOE BURROW,2024,QB,17,372.82,0,42,0.0,201.0,0,0,2,4918.0,43,9.0,CIN,Joe Burrow,JOE BURROW_QB,308.8399963378906,0.0,54.333333333333336,153.34329223632812,2.189882278442383,3,46,54.333333333333336,0.0,0.0,8.743391622610817,0.0,0.0,21.930588666130514,42
JOE FLACCO,2024,QB,7,99.04,0,9,0.0,26.0,0,0,0,1761.0,12,7.0,IND,Joe Flacco,JOE FLACCO_QB,87.36666870117188,0.0,8.0,-13.441703796386719,2.539093494415283,3,18,8.0,0.0,0.0,6.814310051107325,0.0,0.0,14.148571559361049,9
JOE MILTON,2024,QB,1,19.24,0,10,0.0,16.0,0,0,1,241.0,1,0.0,NE,Joe Milton,JOE MILTON_QB,19.239999771118164,0.0,10.0,0.0,0.0,1,1,10.0,0.0,0.0,4.149377593360996,0.0,0.0,19.239999771118164,10
JOE MIXON,2024,RB,16,275.4,57,288,334.0,1210.0,39,1,13,0.0,0,0.0,HOU,Joe Mixon,JOE MIXON_RB,272.3999938964844,68.66666666666667,264.6666666666667,3.1460649967193604,58.12880325317383,3,50,333.33333333333337,345.0,4.475362300872803,0.0,0.0,0.0,17.212499618530273,345
JOHN BATES,2024,TE,13,20.5,18,0,115.0,0.0,11,0,0,0.0,0,0.0,WAS,John Bates,JOHN BATES_TE,28.46666717529297,22.666666666666668,0.0,-39.8827018737793,4.012840270996094,3,36,22.666666666666668,0.0,0.0,0.0,0.6111111111111112,6.388888888888889,1.5769230769230769,18
JOHN BROWN,2022,WR,3,11.2,3,0,42.0,0.0,1,1,0,0.0,0,0.0,BUF,John Brown,JOHN BROWN_WR,11.199999809265137,3.0,0.0,0.0,0.0,1,3,3.0,0.0,0.0,0.0,0.3333333333333333,14.0,3.7333332697550454,3
JOHN FITZPATRICK,2024,TE,1,1.2,1,0,2.0,0.0,1,0,0,0.0,0,0.0,GB,John FitzPatrick,JOHN FITZPATRICK_TE,1.7000000476837158,1.0,0.0,-45.45454406738281,2.404163122177124,2,2,1.0,0.0,0.0,0.0,1.0,2.0,1.2000000476837158,1
JOHN METCHIE,2024,WR,12,65.7,47,0,317.0,0.0,30,1,0,0.0,0,0.0,HOU,John Metchie,JOHN METCHIE_WR,53.099998474121094,40.0,1.0,62.22221374511719,2.979950428009033,2,27,41.0,0.0,0.0,0.0,0.6382978723404256,6.74468085106383,5.474999745686849,47
JOHN ROSS,2024,WR,1,1.6,2,0,6.0,0.0,1,0,0,0.0,0,0.0,PHI,John Ross,JOHN ROSS_WR,1.600000023841858,2.0,0.0,0.0,0.0,1,1,2.0,0.0,0.0,0.0,0.5,3.0,1.600000023841858,2
JOHN SAMUEL SHENKER,2024,TE,1,1.7,1,0,7.0,0.0,1,0,0,0.0,0,0.0,LV,John Samuel Shenker,JOHN SAMUEL SHENKER_TE,1.7000000476837158,1.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,7.0,1.7000000476837158,1
JOHN WOLFORD,2022,QB,2,14.799999,0,8,0.0,32.0,0,0,0,390.0,1,3.0,LA,John Wolford,JOHN WOLFORD_QB,14.799999237060547,0.0,8.0,0.0,0.0,1,2,8.0,0.0,0.0,2.5641025641025643,0.0,0.0,7.399999618530273,8
JOHNNY MUNDT,2024,TE,14,50.0,30,0,170.0,0.0,21,2,0,0.0,0,0.0,MIN,Johnny Mundt,JOHNNY MUNDT_TE,43.79999923706055,25.0,0.0,24.37810707092285,8.122261047363281,3,37,25.0,0.0,0.0,0.0,0.7,5.666666666666667,3.5714285714285716,30
JOHNNY WILSON,2024,WR,10,14.8,16,0,38.0,0.0,5,1,0,0.0,0,0.0,PHI,Johnny Wilson,JOHNNY WILSON_WR,14.800000190734863,16.0,0.0,0.0,0.0,1,10,16.0,0.0,0.0,0.0,0.3125,2.375,1.4800000190734863,16
JONATHAN MINGO,2024,WR,14,32.2,42,2,167.0,5.0,17,0,0,0.0,0,0.0,DAL,Jonathan Mingo,JONATHAN MINGO_WR,58.5,63.5,1.0,-62.02830123901367,1.572842001914978,2,29,64.5,0.0,0.0,0.0,0.40476190476190477,3.9761904761904763,2.3000000544956754,44
JONATHAN TAYLOR,2024,RB,14,246.7,31,303,136.0,1431.0,18,1,11,0.0,0,0.0,IND,Jonathan Taylor,JONATHAN TAYLOR_RB,183.1666717529297,31.333333333333332,221.33333333333334,57.736576080322266,3.3153419494628906,3,35,252.66666666666669,334.0,4.691616535186768,0.0,0.0,0.0,17.62142835344587,334
JONATHAN WARD,2024,RB,2,2.1999998,0,5,0.0,22.0,0,0,0,0.0,0,0.0,PIT,Jonathan Ward,JONATHAN WARD_RB,2.8333332538604736,1.0,4.333333333333333,99.9999771118164,1.3351516723632812,3,5,5.333333333333333,5.0,4.400000095367432,0.0,0.0,0.0,1.0999999046325684,5
JONATHON BROOKS,2024,RB,3,7.4999995,3,9,23.0,22.0,3,0,0,0.0,0,0.0,CAR,Jonathon Brooks,JONATHON BROOKS_RB,7.499999523162842,3.0,9.0,0.0,0.0,1,3,12.0,12.0,3.75,0.0,0.0,0.0,2.4999998410542807,12
JONNU SMITH,2022,TE,12,52.0,38,1,245.0,5.0,27,0,0,0.0,0,0.0,NE,Jonnu Smith,JONNU SMITH_TE,52.0,38.0,1.0,0.0,0.0,1,12,39.0,0.0,0.0,0.0,0.7105263157894737,6.447368421052632,4.333333333333333,39
JONNU SMITH,2024,WR,17,222.3,111,2,884.0,-1.0,88,8,0,0.0,0,0.0,MIA,Jonnu Smith,JONNU SMITH_WR,173.25,90.5,1.5,78.98551177978516,2.4975788593292236,2,32,92.0,0.0,0.0,0.0,0.7927927927927928,7.963963963963964,13.07647076775046,113
JORDAN ADDISON,2024,WR,16,218.40001,107,3,904.0,20.0,66,9,1,0.0,0,0.0,MIN,Jordan Addison,JORDAN ADDISON_WR,219.85000610351562,107.5,2.0,-1.3104355335235596,107.21224975585938,2,33,109.5,0.0,0.0,0.0,0.616822429906542,8.448598130841122,13.65000057220459,110
JORDAN AKINS,2024,WR,16,91.0,58,0,390.0,0.0,40,2,0,0.0,0,0.0,CLE,Jordan Akins,JORDAN AKINS_WR,103.75,56.0,0.0,-21.888412475585938,5.753908157348633,2,31,56.0,0.0,0.0,0.0,0.6896551724137931,6.724137931034483,5.6875,58
JORDAN AKINS,2023,TE,13,28.2,23,0,132.0,0.0,15,0,0,0.0,0,0.0,CLE,Jordan Akins,JORDAN AKINS_TE,28.200000762939453,23.0,0.0,0.0,0.0,1,13,23.0,0.0,0.0,0.0,0.6521739130434783,5.739130434782608,2.1692308279184194,23
JORDAN HOWARD,2022,RB,1,0.1,0,1,0.0,1.0,0,0,0,0.0,0,0.0,NO,Jordan Howard,JORDAN HOWARD_RB,0.10000000149011612,0.0,1.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.10000000149011612,1
JORDAN LOVE,2024,QB,16,237.34,0,27,0.0,93.0,0,0,1,3601.0,25,14.0,GB,Jordan Love,JORDAN LOVE_QB,201.64666748046875,0.0,28.0,-33.31272888183594,1.1532288789749146,3,39,28.0,0.0,0.0,6.942515967786726,0.0,0.0,14.833749771118164,27
JORDAN MASON,2024,RB,12,115.0,14,153,91.0,789.0,11,0,3,0.0,0,0.0,SF,Jordan Mason,JORDAN MASON_RB,64.23332977294922,6.0,79.33333333333333,157.27069091796875,1.4482389688491821,3,30,85.33333333333333,167.0,5.269461154937744,0.0,0.0,0.0,9.583333333333334,167
JORDAN MIMS,2024,RB,7,26.1,18,20,71.0,70.0,12,0,0,0.0,0,0.0,NO,Jordan Mims,JORDAN MIMS_RB,13.050000190734863,10.0,10.0,0.0,0.7071067690849304,2,8,20.0,38.0,3.71052622795105,0.0,0.0,0.0,3.7285714830671037,38
JORDAN WHITTINGTON,2024,WR,7,54.7,29,2,305.0,12.0,23,0,0,0.0,0,0.0,LA,Jordan Whittington,JORDAN WHITTINGTON_WR,54.70000076293945,29.0,2.0,0.0,0.0,1,7,31.0,0.0,0.0,0.0,0.7931034482758621,10.517241379310345,7.814285823277065,31
JORDAN WILKINS,2022,RB,4,14.7,8,13,29.0,58.0,6,0,0,0.0,0,0.0,IND,Jordan Wilkins,JORDAN WILKINS_RB,14.699999809265137,8.0,13.0,0.0,0.0,1,4,21.0,21.0,4.142857074737549,0.0,0.0,0.0,3.674999952316284,21
JOSEPH FORTSON,2024,TE,3,1.5,3,0,5.0,0.0,1,0,0,0.0,0,0.0,KC,Joseph Fortson,JOSEPH FORTSON_TE,16.650001525878906,8.5,0.0,-95.28302001953125,0.7771173715591431,2,13,8.5,0.0,0.0,0.0,0.3333333333333333,1.6666666666666667,0.5,3
JOSH ALLEN,2024,QB,19,438.28,0,131,0.0,636.0,0,0,14,4367.0,32,6.0,BUF,Josh Allen,JOSH ALLEN_QB,443.9466552734375,0.0,132.66666666666666,-4.472534656524658,34.193931579589844,3,56,132.66666666666666,0.0,0.0,7.327684909548889,0.0,0.0,23.067368356805098,131
JOSH DOWNS,2024,WR,14,182.2,107,1,803.0,-1.0,72,5,0,0.0,0,0.0,IND,Josh Downs,JOSH DOWNS_WR,169.64999389648438,102.5,0.5,15.977078437805176,9.558622360229492,2,31,103.0,0.0,0.0,0.0,0.6728971962616822,7.5046728971962615,13.014285496303014,108
JOSH JACOBS,2024,RB,18,314.2,46,319,382.0,1410.0,39,1,16,0.0,0,0.0,GB,Josh Jacobs,JOSH JACOBS_RB,274.5333251953125,54.666666666666664,297.3333333333333,73.49532318115234,3.380028486251831,3,48,352.0,365.0,4.909588813781738,0.0,0.0,0.0,17.455556233723957,365
JOSH JOHNSON,2024,QB,4,0.78,0,4,0.0,1.0,0,0,0,17.0,0,0.0,BAL,Josh Johnson,JOSH JOHNSON_QB,1.3199999332427979,0.0,4.0,-58.06451416015625,1.7284833192825317,2,6,4.0,0.0,0.0,0.0,0.0,0.0,0.19499999284744263,4
JOSH OLIVER,2024,TE,12,67.3,29,0,263.0,0.0,23,3,0,0.0,0,0.0,MIN,Josh Oliver,JOSH OLIVER_TE,55.366668701171875,28.0,0.0,26.266422271728516,5.012388229370117,3,37,28.0,0.0,0.0,0.0,0.7931034482758621,9.068965517241379,5.608333587646484,29
JOSH PALMER,2024,WR,15,107.4,65,0,584.0,0.0,39,1,0,0.0,0,0.0,LAC,Josh Palmer,JOSH PALMER_WR,129.49998474121094,79.66666666666667,0.6666666666666666,0.6560492515563965,3.33023738861084,3,42,80.33333333333334,0.0,0.0,0.0,0.6,8.984615384615385,7.16000010172526,65
JOSH REYNOLDS,2024,WR,8,38.4,24,0,194.0,0.0,13,1,0,0.0,0,0.0,JAX,Josh Reynolds,JOSH REYNOLDS_WR,99.4333267211914,53.666666666666664,0.0,-75.38461303710938,1.6873955726623535,3,39,53.666666666666664,0.0,0.0,0.0,0.5416666666666666,8.083333333333334,4.800000190734863,24
JOSH WHYLE,2024,TE,14,60.8,37,0,248.0,0.0,28,1,0,0.0,0,0.0,TEN,Josh Whyle,JOSH WHYLE_TE,42.599998474121094,26.0,0.0,149.1803436279297,1.6550960540771484,2,22,26.0,0.0,0.0,0.0,0.7567567567567568,6.702702702702703,4.342857088361468,37
JOSHUA DOBBS,2024,QB,2,30.84,0,9,0.0,24.0,0,0,2,361.0,2,2.0,SF,Joshua Dobbs,JOSHUA DOBBS_QB,84.77999877929688,0.0,31.333333333333332,-84.78239440917969,0.8294731974601746,3,17,31.333333333333332,0.0,0.0,5.54016620498615,0.0,0.0,15.420000076293945,9
JOSHUA KELLEY,2024,RB,1,0.2,0,1,0.0,2.0,0,0,0,0.0,0,0.0,TEN,Joshua Kelley,JOSHUA KELLEY_RB,43.5,12.666666666666666,61.333333333333336,-99.67584991455078,1.1551554203033447,3,31,74.0,1.0,2.0,0.0,0.0,0.0,0.20000000298023224,1
JOSIAH DEGUARA,2024,TE,3,4.4,3,0,14.0,0.0,3,0,0,0.0,0,0.0,JAX,Josiah Deguara,JOSIAH DEGUARA_TE,14.433334350585938,8.666666666666666,0.0,-69.6551742553711,1.4433094263076782,3,16,8.666666666666666,0.0,0.0,0.0,1.0,4.666666666666667,1.4666666984558105,3
JUJU SMITHSCHUSTER,2024,WR,14,64.7,32,0,307.0,0.0,22,2,0,0.0,0,0.0,KC,JuJu Smith-Schuster,JUJU SMITHSCHUSTER_WR,109.9666748046875,64.0,0.0,6.065568923950195,1.3471450805664062,3,44,64.0,0.0,0.0,0.0,0.6875,9.59375,4.621428353445871,32
JULIAN HILL,2024,TE,11,22.0,19,0,100.0,0.0,12,0,0,0.0,0,0.0,MIA,Julian Hill,JULIAN HILL_TE,15.399999618530273,14.0,0.0,150.0,1.6499159336090088,2,17,14.0,0.0,0.0,0.0,0.631578947368421,5.2631578947368425,2.0,19
JULIO JONES,2023,WR,9,41.6,22,0,96.0,0.0,14,3,0,0.0,0,0.0,PHI,Julio Jones,JULIO JONES_WR,66.19999694824219,38.0,2.5,-54.185028076171875,1.9028643369674683,2,20,40.5,0.0,0.0,0.0,0.6363636363636364,4.363636363636363,4.622222052680121,22
JULIUS CHESTNUT,2024,RB,7,13.3,3,22,11.0,102.0,2,0,0,0.0,0,0.0,TEN,Julius Chestnut,JULIUS CHESTNUT_RB,10.799999237060547,3.0,15.5,60.2409782409668,3.0547003746032715,2,10,18.5,25.0,4.519999980926514,0.0,0.0,0.0,1.9000000272478377,25
JUSTICE HILL,2024,RB,17,147.3,57,59,403.0,290.0,48,4,1,0.0,0,0.0,BAL,Justice Hill,JUSTICE HILL_RB,106.33333587646484,39.666666666666664,69.33333333333333,16.25888442993164,1.9652901887893677,3,49,109.0,116.0,5.974137783050537,0.0,0.0,0.0,8.664706061868106,116
JUSTIN FIELDS,2024,QB,11,119.14,0,62,0.0,289.0,0,0,5,1106.0,5,1.0,PIT,Justin Fields,JUSTIN FIELDS_QB,215.1000213623047,0.0,115.33333333333333,-48.24050521850586,2.4065988063812256,3,39,115.33333333333333,0.0,0.0,4.520795660036167,0.0,0.0,10.830909035422586,62
JUSTIN HERBERT,2024,QB,18,291.08002,0,69,0.0,306.0,0,0,2,4112.0,24,7.0,LAC,Justin Herbert,JUSTIN HERBERT_QB,274.2066955566406,1.0,59.333333333333336,24.308170318603516,7.874029159545898,3,49,60.333333333333336,0.0,0.0,5.836575875486381,0.0,0.0,16.171112060546875,69
JUSTIN JACKSON,2022,RB,12,51.100002,19,42,101.0,170.0,12,1,1,0.0,0,0.0,DET,Justin Jackson,JUSTIN JACKSON_RB,51.10000228881836,19.0,42.0,0.0,0.0,1,12,61.0,61.0,4.442623138427734,0.0,0.0,0.0,4.258333524068196,61
JUSTIN JEFFERSON,2024,WR,18,328.28,162,1,1591.0,3.0,108,10,0,22.0,0,0.0,MIN,Justin Jefferson,JUSTIN JEFFERSON_WR,304.2533264160156,151.66666666666666,2.0,60.76396179199219,3.3631982803344727,3,46,153.66666666666666,0.0,0.0,0.0,0.6666666666666666,9.820987654320987,18.237777709960938,163
JUSTIN WATSON,2024,WR,17,66.9,32,0,289.0,0.0,22,2,0,0.0,0,0.0,KC,Justin Watson,JUSTIN WATSON_WR,78.46666717529297,44.0,0.0,-35.67307662963867,3.543304681777954,3,55,44.0,0.0,0.0,0.0,0.6875,9.03125,3.9352942074046418,32
JUWAN JOHNSON,2024,WR,15,122.8,66,0,548.0,0.0,50,3,0,0.0,0,0.0,NO,Juwan Johnson,JUWAN JOHNSON_WR,118.4666748046875,63.333333333333336,0.0,25.5623722076416,6.275784015655518,3,44,63.333333333333336,0.0,0.0,0.0,0.7575757575757576,8.303030303030303,8.186666870117188,66
KALIF RAYMOND,2024,WR,11,63.199997,25,2,252.0,0.0,20,2,0,0.0,0,0.0,DET,Kalif Raymond,KALIF RAYMOND_WR,92.26666259765625,44.333333333333336,5.333333333333333,-35.11294174194336,3.4337778091430664,3,44,49.66666666666667,0.0,0.0,0.0,0.8,10.08,5.745454268022017,27
KAMERON JOHNSON,2024,WR,3,1.1,1,2,0.0,11.0,0,0,0,0.0,0,0.0,TB,Kameron Johnson,KAMERON JOHNSON_WR,1.100000023841858,1.0,2.0,0.0,0.0,1,3,3.0,0.0,0.0,0.0,0.0,0.0,0.36666667461395264,3
KAREEM HUNT,2024,RB,16,183.4,35,228,189.0,845.0,26,0,9,0.0,0,0.0,KC,Kareem Hunt,KAREEM HUNT_RB,149.7333221435547,35.333333333333336,164.66666666666666,31.942441940307617,5.0267229080200195,3,49,200.0,263.0,3.931558847427368,0.0,0.0,0.0,11.462499618530273,263
KAVONTAE TURPIN,2024,WR,15,104.2,52,16,420.0,92.0,31,2,0,0.0,0,0.0,DAL,Kavontae Turpin,KAVONTAE TURPIN_WR,56.43333053588867,24.333333333333332,10.0,74.53936004638672,1.1405065059661865,3,33,34.33333333333333,0.0,0.0,0.0,0.5961538461538461,8.076923076923077,6.946666463216146,68
KAYSHON BOUTTE,2024,WR,15,121.9,68,0,589.0,0.0,43,3,0,0.0,0,0.0,NE,Kayshon Boutte,KAYSHON BOUTTE_WR,62.900001525878906,37.5,0.0,3025.64111328125,0.7538477778434753,2,18,37.5,0.0,0.0,0.0,0.6323529411764706,8.661764705882353,8.126666768391926,68
KEAONTAY INGRAM,2023,RB,7,14.0,4,35,26.0,74.0,4,0,0,0.0,0,0.0,ARI,Keaontay Ingram,KEAONTAY INGRAM_RB,16.049999237060547,4.5,31.0,-22.651927947998047,5.536130428314209,2,17,35.5,39.0,2.5641026496887207,0.0,0.0,0.0,2.0,39
KEATON MITCHELL,2024,RB,2,6.8,1,15,28.0,30.0,1,0,0,0.0,0,0.0,BAL,Keaton Mitchell,KEATON MITCHELL_RB,38.35000228881836,6.0,31.0,-90.27182006835938,0.8595101833343506,2,9,37.0,16.0,3.625,0.0,0.0,0.0,3.4000000953674316,16
KEELAN COLE,2022,WR,9,30.099998,21,0,141.0,0.0,10,1,0,0.0,0,0.0,LV,Keelan Cole,KEELAN COLE_WR,30.099998474121094,21.0,0.0,0.0,0.0,1,9,21.0,0.0,0.0,0.0,0.47619047619047616,6.714285714285714,3.3444442749023438,21
KEELAN DOSS,2023,WR,2,9.3,13,0,33.0,0.0,6,0,0,0.0,0,0.0,LAC,Keelan Doss,KEELAN DOSS_WR,9.300000190734863,13.0,0.0,0.0,0.0,1,2,13.0,0.0,0.0,0.0,0.46153846153846156,2.5384615384615383,4.650000095367432,13
KEENAN ALLEN,2024,WR,15,184.4,121,0,744.0,0.0,70,7,0,0.0,0,1.0,CHI,Keenan Allen,KEENAN ALLEN_WR,180.25,111.5,0.5,4.713223934173584,30.712331771850586,2,26,112.0,0.0,0.0,0.0,0.5785123966942148,6.148760330578512,12.293332926432292,121
KEENAN ALLEN,2023,QB,13,278.86,150,2,1243.0,6.0,108,7,0,49.0,1,0.0,LAC,Keenan Allen,KEENAN ALLEN_QB,278.8599853515625,150.0,2.0,0.0,0.0,1,13,152.0,0.0,0.0,20.408163265306122,0.0,0.0,21.450768103966347,152
KEITH KIRKWOOD,2023,WR,7,14.7,9,0,37.0,0.0,5,1,0,0.0,0,0.0,NO,Keith Kirkwood,KEITH KIRKWOOD_WR,9.25,6.5,0.0,286.8420715332031,1.200135350227356,2,10,6.5,0.0,0.0,0.0,0.5555555555555556,4.111111111111111,2.0999999727521623,9
KEITH SMITH,2023,RB,3,6.3,3,0,33.0,0.0,3,0,0,0.0,0,0.0,ATL,Keith Smith,KEITH SMITH_RB,4.150000095367432,2.5,0.5,215.00001525878906,1.3648805618286133,2,5,3.0,3.0,11.0,0.0,0.0,0.0,2.1000000635782876,3
KEKE COUTEE,2022,WR,1,1.0,1,0,20.0,0.0,1,0,0,0.0,0,0.0,IND,Keke Coutee,KEKE COUTEE_WR,1.0,1.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,20.0,1.0,1
KENDALL BLANTON,2022,TE,2,5.5,2,0,35.0,0.0,2,0,0,0.0,0,0.0,LA,Kendall Blanton,KENDALL BLANTON_TE,5.5,2.0,0.0,0.0,0.0,1,2,2.0,0.0,0.0,0.0,1.0,17.5,2.75,2
KENDALL HINTON,2022,WR,11,56.4,33,2,311.0,13.0,24,0,0,0.0,0,0.0,DEN,Kendall Hinton,KENDALL HINTON_WR,56.400001525878906,33.0,2.0,0.0,0.0,1,11,35.0,0.0,0.0,0.0,0.7272727272727273,9.424242424242424,5.127272865988991,35
KENDRE MILLER,2024,RB,6,29.099998,8,39,33.0,148.0,5,0,1,0.0,0,0.0,NO,Kendre Miller,KENDRE MILLER_RB,36.19999694824219,9.5,40.0,-32.79446029663086,3.605248212814331,2,13,49.5,47.0,3.8510637283325195,0.0,0.0,0.0,4.849999745686849,47
KENDRIC PRYOR,2024,WR,1,1.9,1,0,9.0,0.0,1,0,0,0.0,0,0.0,CIN,Kendric Pryor,KENDRIC PRYOR_WR,1.899999976158142,1.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,9.0,1.899999976158142,1
KENDRICK BOURNE,2024,WR,12,65.1,38,1,305.0,6.0,28,1,0,0.0,0,0.0,NE,Kendrick Bourne,KENDRICK BOURNE_WR,84.46666717529297,47.0,2.6666666666666665,-34.900001525878906,4.755208969116211,3,36,49.666666666666664,0.0,0.0,0.0,0.7368421052631579,8.026315789473685,5.424999872843425,39
KENE NWANGWU,2024,RB,1,6.0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,NYJ,Kene Nwangwu,KENE NWANGWU_RB,6.266666412353516,0.6666666666666666,4.666666666666667,361.5384521484375,1.227500319480896,3,7,5.333333333333334,0.0,0.0,0.0,0.0,0.0,6.0,0
KENNETH GAINWELL,2024,RB,20,72.4,25,88,142.0,332.0,19,0,1,0.0,0,0.0,PHI,Kenneth Gainwell,KENNETH GAINWELL_RB,99.19332885742188,34.0,87.33333333333333,-28.088993072509766,3.8031632900238037,3,57,121.33333333333333,113.0,4.194690227508545,0.0,0.0,0.0,3.6200000762939455,113
KENNETH WALKER,2024,RB,11,181.2,53,153,299.0,573.0,46,1,7,0.0,0,0.0,SEA,Kenneth Walker,KENNETH WALKER_RB,198.90000915527344,42.0,205.0,-9.127388000488281,11.394774436950684,3,42,247.0,206.0,4.2330098152160645,0.0,0.0,0.0,16.472726995294746,206
KENNY GOLLADAY,2022,WR,6,20.1,17,0,81.0,0.0,6,1,0,0.0,0,0.0,NYG,Kenny Golladay,KENNY GOLLADAY_WR,20.100000381469727,17.0,0.0,0.0,0.0,1,6,17.0,0.0,0.0,0.0,0.35294117647058826,4.764705882352941,3.3500000635782876,17
KENNY MCINTOSH,2024,RB,7,22.4,4,31,22.0,172.0,3,0,0,0.0,0,0.0,SEA,Kenny McIntosh,KENNY MCINTOSH_RB,22.399999618530273,4.0,31.0,0.0,0.0,1,7,35.0,35.0,5.5428571701049805,0.0,0.0,0.0,3.1999999455043246,35
KENNY PICKETT,2024,QB,7,24.44,0,14,0.0,8.0,0,0,1,291.0,2,1.0,PHI,Kenny Pickett,KENNY PICKETT_QB,94.83333587646484,0.0,37.0,-77.82213592529297,1.479308843612671,3,32,37.0,0.0,0.0,6.8728522336769755,0.0,0.0,3.491428647722517,14
KENNY YEBOAH,2024,TE,6,15.700001,8,0,47.0,0.0,5,1,0,0.0,0,0.0,NYJ,Kenny Yeboah,KENNY YEBOAH_TE,10.25,6.0,0.0,227.0833282470703,1.329879641532898,2,8,6.0,0.0,0.0,0.0,0.625,5.875,2.616666793823242,8
KENYAN DRAKE,2023,RB,2,3.1,3,2,31.0,0.0,2,0,0,0.0,0,0.0,GB,Kenyan Drake,KENYAN DRAKE_RB,53.599998474121094,14.5,55.5,-97.0220947265625,0.7505133152008057,2,14,70.0,5.0,6.199999809265137,0.0,0.0,0.0,1.5499999523162842,5
KEON COLEMAN,2024,WR,16,118.7,65,1,578.0,9.0,32,4,0,0.0,0,0.0,BUF,Keon Coleman,KEON COLEMAN_WR,118.69999694824219,65.0,1.0,0.0,0.0,1,16,66.0,0.0,0.0,0.0,0.49230769230769234,8.892307692307693,7.418749809265137,66
KESHAWN VAUGHN,2024,RB,1,0.4,0,2,0.0,4.0,0,0,0,0.0,0,0.0,SF,Ke'Shawn Vaughn,KESHAWN VAUGHN_RB,5.666666507720947,3.0,14.333333333333334,-93.75,1.1468696594238281,3,11,17.333333333333336,2.0,2.0,0.0,0.0,0.0,0.4000000059604645,2
KEVIN AUSTIN,2024,WR,8,27.0,22,1,151.0,9.0,11,0,0,0.0,0,0.0,NO,Kevin Austin,KEVIN AUSTIN_WR,27.0,22.0,1.0,0.0,0.0,1,8,23.0,0.0,0.0,0.0,0.5,6.863636363636363,3.375,23
KEVIN HARRIS,2023,RB,4,21.3,3,16,58.0,65.0,3,0,1,0.0,0,0.0,NE,Kevin Harris,KEVIN HARRIS_RB,16.25,1.5,17.0,90.1785659790039,2.275343656539917,2,9,18.5,19.0,6.473684310913086,0.0,0.0,0.0,5.324999809265137,19
KEVIN RADER,2023,TE,2,1.6,3,0,6.0,0.0,1,0,0,0.0,0,0.0,TEN,Kevin Rader,KEVIN RADER_TE,1.600000023841858,3.0,0.0,0.0,0.0,1,2,3.0,0.0,0.0,0.0,0.3333333333333333,2.0,0.800000011920929,3
