player_id,name,position,recent_team,fantasy_points,fantasy_points_2024,passing_yards,passing_tds,rushing_yards,rushing_tds,receiving_yards,receiving_tds,receptions,targets,week,games_played,avg_fantasy_points,avg_points,projected_fantasy_points,projected_points,avg_ppr_all_years,std_ppr_all_years,total_games,seasons_played,consistency_score,team,age,years_exp,draft_number,injury_status,adp
00-0036429,C.Woerner,TE,ATL,4.6,11.6,0.0,0,0.0,0,46.0,0,7,12,8,8,0.574999988079071,1.4500000476837158,9.774999797344208,24.65000081062317,1.3692307,1.0680079664686566,13,3,0.4835571314106716,ATL,26.0,4,190.0,Healthy,999
00-0037745,V.Jones,RB,CHI,1.9,2.9,0.0,0,11.0,0,8.0,0,1,1,2,2,0.949999988079071,1.4500000476837158,16.149999797344208,24.65000081062317,2.4761906,3.5091173784491385,21,3,0.2217728916925953,CAR,27.0,2,71.0,Healthy,999
00-0039920,M.Corley,WR,NYJ,4.2,7.2,0.0,0,26.0,0,16.0,0,3,6,5,5,0.8399999618530274,1.4399999618530273,14.279999351501466,24.479999351501462,1.4399999,0.4774934369779615,5,1,0.6768219573586615,NYJ,22.0,0,65.0,Healthy,999
00-0038938,J.Hyatt,WR,NYG,6.2,14.2,0.0,0,0.0,0,62.0,0,8,19,10,10,0.6199999809265136,1.4199999809265136,10.539999675750732,24.13999967575073,3.2391305,4.2290917122814795,23,2,0.1912378009456818,NYG,22.0,1,73.0,Healthy,999
00-0036955,T.Marshall,WR,LV,4.1,7.1,0.0,0,0.0,0,41.0,0,3,6,5,5,0.8199999809265137,1.4199999809265136,13.939999675750734,24.13999967575073,4.730769,4.459127270543654,26,3,0.18317946265803284,LV,24.0,3,59.0,Healthy,999
00-0038647,R.Bell,WR,SF,2.2,4.2,0.0,0,0.0,0,22.0,0,2,6,3,3,0.7333333492279053,1.3999999364217122,12.46666693687439,23.799998919169106,3.1818182,3.755214454330045,11,2,0.21029545767161167,SF,24.0,1,253.0,Healthy,999
00-0036463,C.Blair,WR,ATL,1.7,2.7,0.0,0,0.0,0,17.0,0,1,2,2,2,0.8500000238418579,1.350000023841858,14.450000405311584,22.950000405311584,1.35,1.9091883429211571,2,1,0.3437384872083895,ATL,26.0,4,,Healthy,999
00-0036556,B.Jordan,TE,HOU,0.70000005,2.6999998,0.0,0,0.0,0,7.0,0,2,3,2,2,0.3500000238418579,1.3499999046325684,5.9500004053115845,22.949998378753662,4.318182,3.8299119269150217,22,3,0.2070431128210496,HOU,24.0,3,147.0,Healthy,999
00-0039420,J.Bell,TE,NE,2.0,4.0,0.0,0,0.0,0,20.0,0,2,3,3,3,0.6666666666666666,1.3333333333333333,11.333333333333332,22.666666666666664,1.3333334,1.464012799527112,3,1,0.40584204765166715,NE,23.0,0,231.0,Healthy,999
00-0033895,G.Everett,TE,CHI,3.6000001,11.599999,0.0,0,0.0,0,36.0,0,8,13,9,9,0.40000001589457196,1.2888888253106012,6.800000270207724,21.91111003028022,7.1275,5.354460764432757,40,3,0.15736976544055614,CHI,30.0,7,44.0,Healthy,999
00-0034365,I.Thomas,TE,CAR,0.70000005,3.7,0.0,0,0.0,0,7.0,0,3,6,3,3,0.23333334922790527,1.2333333492279053,3.9666669368743896,20.96666693687439,2.3913043,1.7411890140643553,23,3,0.36480519762382313,CAR,28.0,6,101.0,Healthy,999
00-0039394,C.Washington,WR,ATL,1.4,2.4,0.0,0,0.0,0,14.0,0,1,2,2,2,0.699999988079071,1.2000000476837158,11.899999797344208,20.40000081062317,1.2,1.6970563422826717,2,1,0.37077460501015835,ATL,23.0,0,187.0,Healthy,999
00-0034970,I.Smith,TE,HOU,0.2,1.2,0.0,0,0.0,0,2.0,0,1,1,1,1,0.20000000298023224,1.2000000476837158,3.400000050663948,20.40000081062317,5.11579,3.9866811132351176,19,3,0.20053417840292745,HOU,26.0,5,50.0,Healthy,999
00-0037306,J.FitzPatrick,TE,GB,0.2,1.2,0.0,0,0.0,0,2.0,0,1,1,1,1,0.20000000298023224,1.2000000476837158,3.400000050663948,20.40000081062317,1.7,0.7071067811865476,2,2,0.585786437626905,GB,24.0,2,213.0,Healthy,999
00-0024243,M.Lewis,TE,CHI,0.2,1.2,0.0,0,0.0,0,2.0,0,1,1,1,1,0.20000000298023224,1.2000000476837158,3.400000050663948,20.40000081062317,3.3916667,3.3306996473930797,12,3,0.2309095715289244,CHI,40.0,18,28.0,Healthy,999
00-0034208,M.Boone,RB,CAR,4.9,5.9,0.0,0,51.0,0,-2.0,0,1,3,5,5,0.9800000190734863,1.1800000190734863,16.660000324249268,20.060000324249266,2.4,2.601821236237544,20,3,0.2776373213470745,CAR,29.0,6,,Healthy,999
00-0035341,T.Irwin,WR,CIN,1.5,4.5,0.0,0,0.0,0,15.0,0,3,10,4,4,0.375,1.125,6.375,19.125,5.368,5.215659086801336,25,3,0.1608839844713256,CAR,28.0,5,,Healthy,999
00-0034401,M.White,QB,BUF,1.12,1.12,28.0,0,0.0,0,0.0,0,0,0,1,1,1.1200000047683716,1.1200000047683716,19.040000081062317,19.040000081062317,5.4327273,8.817465458454928,11,3,0.10185928376644168,BUF,29.0,6,171.0,Healthy,999
00-0037450,T.McAllister,RB,LV,1.1,1.1,0.0,0,11.0,0,0.0,0,0,0,1,1,1.100000023841858,1.100000023841858,18.700000405311584,18.700000405311584,1.1,,1,1,1.0,LV,26.0,2,,Healthy,999
00-0034798,D.Smythe,TE,MIA,5.3,14.299999,0.0,0,0.0,0,53.0,0,9,17,13,13,0.40769232236422026,1.0999999413123498,6.930769480191745,18.699999002309948,3.3275,2.9097526518250434,40,3,0.2557706558580394,MIA,29.0,6,123.0,Healthy,999
00-0035924,J.Ward,RB,PIT,2.1999998,2.1999998,0.0,0,22.0,0,0.0,0,0,0,2,2,1.0999999046325684,1.0999999046325684,18.699998378753662,18.699998378753662,1.7,1.2942179105544789,5,3,0.4358783860066347,PIT,26.0,4,,Healthy,999
00-0031428,A.Robinson,WR,DET,3.0,6.0,0.0,0,0.0,0,30.0,0,3,7,6,6,0.5,1.0,8.5,17.0,4.8781247,4.637903646129026,32,3,0.17737089222633276,DET,31.0,10,61.0,Healthy,999
00-0035311,M.Gaskin,RB,MIN,0.99999994,2.0,0.0,0,-1.0,0,11.0,0,1,1,2,2,0.4999999701976776,1.0,8.49999949336052,17.0,2.85,2.719681439430044,4,2,0.2688402263160544,JAX,27.0,5,234.0,Healthy,999
00-0038394,W.Mallory,TE,IND,2.9,6.9,0.0,0,0.0,0,29.0,0,4,8,7,7,0.4142857279096331,0.9857142993382045,7.042857374463763,16.757143088749476,2.5333333,3.025382854575455,18,2,0.2484235751298412,IND,25.0,1,162.0,Healthy,999
00-0034928,S.Sims,WR,HOU,1.9,2.9,0.0,0,15.0,0,4.0,0,1,1,3,3,0.6333333253860474,0.9666666984558105,10.766666531562805,16.43333387374878,2.7,2.310573522973549,17,3,0.30206246532830433,BAL,27.0,5,,Healthy,999
00-0039299,G.Holani,RB,SEA,0.9,1.9,0.0,0,10.0,0,-1.0,0,1,1,2,2,0.44999998807907104,0.949999988079071,7.649999797344208,16.149999797344208,0.95,0.07071069497739416,2,1,0.933959102763154,SEA,24.0,0,,Healthy,999
00-0039244,C.Collier,RB,LV,0.8,1.8000001,0.0,0,12.0,0,-4.0,0,1,2,2,2,0.4000000059604645,0.9000000357627869,6.800000101327896,15.300000607967377,0.90000004,0.4242640855706679,2,1,0.7021169810648735,LV,24.0,0,,Healthy,999
00-0038550,H.Hooker,QB,DET,2.68,2.68,62.0,0,2.0,0,0.0,0,0,0,3,3,0.893333355585734,0.893333355585734,15.186667044957478,15.186667044957478,0.8933334,0.7960736808555727,3,1,0.5567700315744524,DET,26.0,1,68.0,Healthy,999
00-0039379,J.Thrash,WR,CLE,2.2,5.2,0.0,0,0.0,0,22.0,0,3,7,6,6,0.36666667461395264,0.8666666348775228,6.233333468437195,14.733332792917889,0.8666666,1.3793717897738198,6,1,0.42027900149856734,CLE,23.0,0,156.0,Healthy,999
00-0039543,R.Keyton,WR,LV,0.7,1.7,0.0,0,0.0,0,7.0,0,1,3,2,2,0.3499999940395355,0.8500000238418579,5.949999898672104,14.450000405311584,0.85,1.2020815617346097,2,1,0.45411578634366584,LV,23.0,0,,Healthy,999
00-0038840,B.Tremayne,WR,WAS,-0.2,0.8,0.0,0,0.0,0,-2.0,0,1,1,1,1,-0.20000000298023224,0.800000011920929,-3.400000050663948,13.600000202655792,0.8,,1,1,1.0,WAS,24.0,1,,Healthy,999
00-0036254,C.Johnson,WR,CHI,0.6,1.6,0.0,0,0.0,0,6.0,0,1,2,2,2,0.30000001192092896,0.800000011920929,5.100000202655792,13.600000202655792,1.2333332,1.0969654777720117,3,2,0.47687957221998817,CHI,26.0,4,165.0,Healthy,999
00-0039648,D.Martin-Robinson,TE,TEN,0.6,1.6,0.0,0,0.0,0,6.0,0,1,2,2,2,0.30000001192092896,0.800000011920929,5.100000202655792,13.600000202655792,0.8,1.1313708667572155,2,1,0.469181603069134,TEN,24.0,0,,Healthy,999
00-0031800,T.Heinicke,QB,LAC,3.1200001,3.1200001,28.0,0,20.0,0,0.0,0,0,0,4,4,0.7800000309944153,0.7800000309944153,13.26000052690506,13.26000052690506,10.282223,6.349550688939053,18,3,0.1360627393869101,LAC,31.0,9,,Healthy,999
00-0039796,R.Ali,RB,BAL,3.1,3.1,0.0,0,31.0,0,0.0,0,0,2,4,4,0.7749999761581421,0.7749999761581421,13.174999594688416,13.174999594688416,0.775,1.629672794711539,4,1,0.38027544796108165,BAL,23.0,0,165.0,Healthy,999
00-0034577,K.Allen,QB,PIT,0.76,0.76,19.0,0,0.0,0,0.0,0,0,0,1,1,0.7599999904632568,0.7599999904632568,12.919999837875366,12.919999837875366,1.7111111,3.6785882297927732,9,3,0.21373969045450547,PIT,28.0,6,,Healthy,999
00-0036640,Z.Davidson,TE,BUF,0.5,1.5,0.0,0,0.0,0,5.0,0,1,2,2,2,0.25,0.75,4.25,12.75,0.75,1.0606601717798212,2,1,0.4852813742385704,BUF,26.0,3,168.0,Healthy,999
00-0036825,F.Franks,TE,CAR,1.2,2.2,0.0,0,0.0,0,12.0,0,1,3,3,3,0.40000001589457196,0.7333333492279053,6.800000270207724,12.46666693687439,0.44,0.9838699314247135,5,2,0.5040653039596459,CAR,26.0,3,,Healthy,999
00-0031690,E.Tomlinson,TE,LAC,0.9,2.9,0.0,0,0.0,0,9.0,0,2,4,4,4,0.22499999403953552,0.7250000238418579,3.824999898672104,12.325000405311584,2.65,3.6403047410215157,12,2,0.21550308779501845,LAC,32.0,9,,Healthy,999
00-0037827,T.Davis-Price,RB,PHI,0.7,0.7,0.0,0,7.0,0,0.0,0,0,0,1,1,0.699999988079071,0.699999988079071,11.899999797344208,11.899999797344208,1.8142856,1.2548951700283142,7,3,0.44347959643172374,PHI,23.0,2,93.0,Healthy,999
00-0039392,J.Jackson,WR,TEN,0.3,1.3,0.0,0,-5.0,0,8.0,0,1,3,2,2,0.15000000596046448,0.6499999761581421,2.550000101327896,11.049999594688416,0.65,0.9192387818250329,2,1,0.5210399088794386,TEN,24.0,0,182.0,Healthy,999
00-0037609,A.Shampklin,RB,PIT,1.6999999,1.6999999,0.0,0,17.0,0,0.0,0,0,0,3,3,0.5666666428248087,0.5666666428248087,9.633332928021748,9.633332928021748,0.56666666,0.8020806167399654,3,1,0.5549141313161889,PIT,24.0,2,,Healthy,999
00-0039853,J.Baker,WR,NE,1.2,2.2,0.0,0,0.0,0,12.0,0,1,4,4,4,0.30000001192092896,0.550000011920929,5.100000202655792,9.350000202655792,0.55,1.100000023841858,4,1,0.47619047078415927,NE,22.0,0,110.0,Healthy,999
00-0035547,J.Fortson,TE,KC,0.5,1.5,0.0,0,0.0,0,5.0,0,1,3,3,3,0.16666666666666666,0.5,2.833333333333333,8.5,2.5615385,3.0453621444693626,13,2,0.2471966573789086,KC,28.0,5,,Healthy,999
00-0037324,C.Oladokun,QB,KC,0.5,0.5,0.0,0,5.0,0,0.0,0,0,0,1,1,0.5,0.5,8.5,8.5,0.5,,1,1,1.0,KC,26.0,2,241.0,Healthy,999
00-0036450,K.Vaughn,RB,SF,0.4,0.4,0.0,0,4.0,0,0.0,0,0,0,1,1,0.4000000059604645,0.4000000059604645,6.800000101327896,6.800000101327896,1.5454545,1.5513630651407206,11,3,0.39194735302983813,SF,27.0,4,76.0,Healthy,999
00-0039589,K.Johnson,WR,TB,1.1,1.1,0.0,0,11.0,0,0.0,0,0,1,3,3,0.36666667461395264,0.36666667461395264,6.233333468437195,6.233333468437195,0.36666667,0.6350853098736914,3,1,0.6115888840547709,TB,22.0,0,,Healthy,999
00-0033319,N.Mullens,QB,MIN,1.3199999,1.3199999,38.0,0,-2.0,0,0.0,0,0,0,4,4,0.32999998331069946,0.32999998331069946,5.609999716281891,5.609999716281891,6.14,7.382438727216259,13,3,0.11929702471348598,MIN,29.0,7,,Healthy,999
00-0036297,D.Evans,RB,CHI,0.3,0.3,0.0,0,3.0,0,0.0,0,0,0,1,1,0.30000001192092896,0.30000001192092896,5.100000202655792,5.100000202655792,4.1,4.019950240804107,10,3,0.19920516181049192,CHI,26.0,4,93.0,Healthy,999
00-0035264,J.Stidham,QB,DEN,0.5,0.5,0.0,0,5.0,0,0.0,0,0,0,2,2,0.25,0.25,4.25,4.25,9.968572,9.429696784169758,7,3,0.09588006446340842,DEN,28.0,5,133.0,Healthy,999
00-0036370,J.Kelley,RB,TEN,0.2,0.2,0.0,0,2.0,0,0.0,0,0,0,1,1,0.20000000298023224,0.20000000298023224,3.400000050663948,3.400000050663948,4.209677,4.1880270914276405,31,3,0.1927514992457027,TEN,26.0,4,112.0,Healthy,999
00-0039603,B.Brooks,RB,HOU,0.2,0.2,0.0,0,2.0,0,0.0,0,0,0,1,1,0.20000000298023224,0.20000000298023224,3.400000050663948,3.400000050663948,0.2,,1,1,1.0,HOU,24.0,0,,Healthy,999
00-0026300,J.Johnson,QB,BAL,0.78,0.78,17.0,0,1.0,0,0.0,0,0,0,4,4,0.19499999284744263,0.19499999284744263,3.3149998784065247,3.3149998784065247,0.43999997,0.47648713328020853,6,2,0.6772832471478228,BAL,38.0,16,160.0,Healthy,999
00-0031237,T.Bridgewater,QB,DET,0.12,0.12,3.0,0,0.0,0,0.0,0,0,0,1,1,0.11999999731779099,0.11999999731779099,2.0399999544024467,2.0399999544024467,5.4199996,7.337111064103129,7,3,0.1199456253264602,DET,31.0,10,32.0,Healthy,999
